station_origin,station_destination,flows,population,jobs,distance
Hendon Central,Old Street,150,4059,15897,13207.081807245864
Hendon Central,Osterley,1,4059,521,29563.819344588454
Hendon Central,Oval,10,4059,2544,16240.00427300369
Hendon Central,Oxford Circus,101,4059,44368,11379.606343341518
Hendon Central,Paddington,23,4059,20198,14815.793410969207
Hendon Central,Parsons Green,4,4059,2711,18928.62891658566
Hendon Central,Piccadilly Circus,12,4059,13641,12343.421502360394
Hendon Central,Pimlico,17,4059,5585,14999.57685711873
Hendon Central,Plaistow,0,4059,1049,21780.72700742586
Hendon Central,Putney Bridge,2,4059,2494,19923.06775323114
Hendon Central,Queen's Park,0,4059,2167,15490.018528245344
Hendon Central,Queensway,8,4059,1882,14694.072275215669
Hendon Central,Ravenscourt Park,1,4059,1895,19954.84866934199
Hendon Central,Redbridge,0,4059,198,27134.930476386322
Hendon Central,Regent's Park,0,4059,3364,12357.640092021544
Hendon Central,Richmond,0,4059,5397,26764.51030318766
Hendon Central,Royal Oak,2,4059,856,15753.075871476829
Hendon Central,Russell Square,11,4059,5172,11376.633427225399
Hendon Central,Seven Sisters,28,4059,10191,18001.510774353348
Hendon Central,Shepherd's Bush,17,4059,9890,16943.762650341458
Hendon Central,Shepherd's Bush Market,0,4059,416,19268.047206976225
Hendon Central,Sloane Square,18,4059,8229,14765.45961405034
Hendon Central,Snaresbrook,0,4059,512,25945.228650093984
Hendon Central,South Ealing,1,4059,670,25619.29487338506
Hendon Central,South Kensington,46,4059,15325,15054.744150440605
Hendon Central,South Wimbledon,5,4059,1361,25760.574870824315
Hendon Central,South Woodford,2,4059,766,27261.077013334754
Hendon Central,Southfields,1,4059,1351,22612.450343084118
Hendon Central,Southgate,2,4059,874,23802.955508772076
Hendon Central,Southwark,6,4059,10326,14221.10342106632
Hendon Central,St. James's Park,29,4059,13339,14109.753613403262
Hendon Central,St. Paul's,26,4059,13446,13743.667351521317
Hendon Central,Stamford Brook,0,4059,784,20664.127109282057
Hendon Central,Stepney Green,2,4059,1879,16975.698739244377
Hendon Central,Stockwell,2,4059,1623,17331.72906617099
Hendon Central,Stratford,26,4059,55954,20491.81416712943
Hendon Central,Temple,6,4059,6780,13589.844385072432
Hendon Central,Tooting Bec,3,4059,1239,22326.830678170136
Hendon Central,Tooting Broadway,13,4059,4506,23401.75400499259
Hendon Central,Tottenham Court Road,130,4059,19126,11406.948105202455
Hendon Central,Tottenham Hale,10,4059,3239,19155.067504102903
Hendon Central,Totteridge & Whetstone,0,4059,287,20650.40716842399
Hendon Central,Tower Hill,22,4059,8286,15148.840773039601
Hendon Central,Tufnell Park,8,4059,557,10286.752426186753
Hendon Central,Turnham Green,1,4059,1515,21268.881216547063
Hendon Central,Turnpike Lane,2,4059,992,18033.320708773612
Hendon Central,Upminster,0,4059,1132,39204.04026958027
Hendon Central,Upminster Bridge,0,4059,568,37893.296435416014
Hendon Central,Upney,0,4059,485,28191.679118666445
Hendon Central,Upton Park,0,4059,1642,23101.83738882899
Hendon Central,Uxbridge,0,4059,4316,39533.98167766521
Hendon Central,Vauxhall,43,4059,16242,15824.891146882695
Hendon Central,Victoria,145,4059,33251,13599.724890087151
Hendon Central,Walthamstow Central,8,4059,5271,22128.210011578125
Hendon Central,Wanstead,0,4059,419,25954.52542284923
Hendon Central,Warren Street,114,4059,17309,10229.920380643121
Hendon Central,Warwick Avenue,1,4059,1174,15748.407419060883
Hendon Central,Waterloo,130,4059,23466,13564.68825363
Hendon Central,Wembley Park,0,4059,5759,23793.204048892505
Hendon Central,West Brompton,4,4059,5859,17283.547037401986
Hendon Central,West Ham,0,4059,5487,20850.873721219614
Hendon Central,West Kensington,2,4059,1345,17660.217023137335
Hendon Central,Westbourne Park,1,4059,1347,16722.467883678954
Hendon Central,Westminster,18,4059,15466,13549.015307044705
Hendon Central,White City,12,4059,5966,18244.23899705645
Hendon Central,Whitechapel,11,4059,17633,15895.555691473268
Hendon Central,Wimbledon,1,4059,6295,25627.939286997404
Hendon Central,Wimbledon Park,1,4059,596,23972.06626750954
Hendon Central,Wood Green,4,4059,2146,18964.13386289752
Hendon Central,Wood Lane,0,4059,1578,18741.7986995052
Hendon Central,Woodford,0,4059,706,28973.02082505367
Hendon Central,Woodside Park,1,4059,745,19173.298835835492
Heron Quays,All Saints,10,1788,444,1691.620900998489
Heron Quays,Bank and Monument,913,1788,78549,5738.89233244931
Heron Quays,Beckton,5,1788,442,9490.266286441241
Heron Quays,Blackwall,2,1788,665,1662.6077776019279
Heron Quays,Bow Church,8,1788,925,3688.843345291878
Heron Quays,Canary Wharf,34,1788,58772,351.56270900951114
Heron Quays,Canning Town,4,1788,15428,3209.093465395965
Heron Quays,Crossharbour,59,1788,1208,1248.3673864091227
Heron Quays,Custom House,3,1788,845,4805.009216870403
Heron Quays,Cutty Sark,81,1788,1748,3065.768931983278
Heron Quays,Cyprus,0,1788,850,7512.256465933478
Heron Quays,Deptford Bridge,38,1788,840,4484.2613517680265
Heron Quays,Devons Road,14,1788,611,3050.358820495241
Heron Quays,East India,3,1788,1522,2053.906946762286
Heron Quays,Elverson Road,4,1788,226,5211.755924261037
Heron Quays,Gallions Reach,0,1788,557,8254.025574641753
Heron Quays,Greenwich,18,1788,1189,3699.4053195308406
Heron Quays,Island Gardens,48,1788,691,2268.1777425322707
Heron Quays,Langdon Park,40,1788,1989,2198.0246108054916
Heron Quays,Lewisham,103,1788,2400,5775.30018238548
Heron Quays,Limehouse,61,1788,2969,2229.3507802453323
Heron Quays,London City Airport,7,1788,1941,6757.583816297867
Heron Quays,Mudchute,18,1788,302,1714.7260922622831
Heron Quays,Pontoon Dock,5,1788,1123,5616.245477498426
Heron Quays,Poplar,4,1788,1301,939.6550482991097
Heron Quays,Prince Regent,4,1788,754,5329.496794842667
Heron Quays,Pudding Mill Lane,1,1788,431,4697.124580345805
Heron Quays,Royal Albert,0,1788,684,6217.916807160524
Heron Quays,Royal Victoria,3,1788,763,4198.664847460492
Heron Quays,Shadwell,55,1788,7447,3421.833171246818
Heron Quays,South Quay,150,1788,4591,651.6297736553875
Heron Quays,Stratford,13,1788,55954,5834.146648256539
Heron Quays,Stratford International,0,1788,1546,7155.212461390867
Heron Quays,Tower Gateway,72,1788,3342,4699.112738888432
Heron Quays,West India Quay,4,1788,400,678.7982570644833
Heron Quays,West Silvertown,0,1788,893,4860.196662202617
Heron Quays,Westferry,4,1788,1250,1255.7452185937932
Heron Quays,Woolwich Arsenal,0,1788,4428,10215.410881144091
High Barnet,Aldgate,17,3271,7782,21443.00229913135
High Barnet,Aldgate East,10,3271,7932,21686.779835880112
High Barnet,Alperton,0,3271,741,35218.97552976976
High Barnet,Angel,70,3271,8103,18440.999191895004
High Barnet,Archway,109,3271,2193,11962.741828398524
High Barnet,Arsenal,0,3271,315,20577.35219047349
High Barnet,Baker Street,14,3271,14973,19746.90491730084
High Barnet,Balham,1,3271,3814,28106.242260563267
High Barnet,Bank and Monument,247,3271,78549,21063.670287679266
High Barnet,Barbican,7,3271,9134,19579.57737689139
High Barnet,Barking,2,3271,7004,33578.93153662634
High Barnet,Barons Court,4,3271,2956,24975.484641850428
High Barnet,Belsize Park,52,3271,2255,17030.637917256612
High Barnet,Bermondsey,5,3271,3172,24038.17032300243
High Barnet,Bethnal Green,5,3271,4660,23128.12607251055
High Barnet,Blackfriars,17,3271,10849,21096.41751504003
High Barnet,Blackhorse Road,2,3271,2955,27323.765710558655
High Barnet,Bond Street,25,3271,20967,18688.480836378796
High Barnet,Borough,24,3271,3254,22464.962573541696
High Barnet,Boston Manor,0,3271,892,33757.60585019638
High Barnet,Bow Road,1,3271,1193,25384.408310919145
High Barnet,Brent Cross,2,3271,450,22109.39879124781
High Barnet,Brixton,4,3271,5084,25672.990752131398
High Barnet,Bromley-by-Bow,0,3271,1613,26393.173319076286
High Barnet,Buckhurst Hill,0,3271,228,38061.13964571294
High Barnet,Burnt Oak,0,3271,649,26701.914120795365
High Barnet,Caledonian Road,1,3271,1803,19295.347453347895
High Barnet,Camden Town,97,3271,6348,14998.781642051114
High Barnet,Canada Water,2,3271,20443,25027.671960371525
High Barnet,Canary Wharf,37,3271,58772,26450.999911119063
High Barnet,Canning Town,2,3271,15428,28498.76093737889
High Barnet,Cannon Street,2,3271,4698,21392.977970687785
High Barnet,Chalk Farm,11,3271,1329,15992.54751892472
High Barnet,Chancery Lane,31,3271,15391,19403.073988659708
High Barnet,Charing Cross,38,3271,7016,19209.48761622638
High Barnet,Chiswick Park,1,3271,1517,28973.78212391846
High Barnet,Clapham Common,4,3271,2020,25681.323123884034
High Barnet,Clapham North,0,3271,1238,25038.569056274642
High Barnet,Clapham South,1,3271,1513,26933.630087726524
High Barnet,Colindale,5,3271,2081,25395.51436476227
High Barnet,Colliers Wood,1,3271,865,31436.67594855561
High Barnet,Covent Garden,1,3271,4355,19112.94404634582
High Barnet,Dagenham Heathway,0,3271,1108,38301.54398866584
High Barnet,Debden,0,3271,865,41948.69203117245
High Barnet,Dollis Hill,0,3271,847,27483.959586380748
High Barnet,Ealing Broadway,3,3271,4846,31564.767282077042
High Barnet,Earl's Court,7,3271,6613,23470.71202281126
High Barnet,East Acton,2,3271,1505,26955.929682061942
High Barnet,East Finchley,80,3271,1253,8623.542053975356
High Barnet,East Ham,0,3271,2062,31156.647883879417
High Barnet,East Putney,2,3271,1877,27736.147173327652
High Barnet,Edgware,1,3271,772,28220.028600049067
High Barnet,Edgware Road,12,3271,6868,20781.723774690712
High Barnet,Elephant & Castle,14,3271,6427,21888.616938093244
High Barnet,Embankment,22,3271,10220,19549.813447049506
High Barnet,Euston,96,3271,16800,16372.35774303354
High Barnet,Farringdon,31,3271,25592,19118.674907302615
High Barnet,Finchley Central,172,3271,1921,6253.003091438672
High Barnet,Finchley Road,0,3271,3417,23281.48999844474
High Barnet,Finsbury Park,2,3271,6769,21350.10270820608
High Barnet,Fulham Broadway,5,3271,4200,24980.84212813887
High Barnet,Gants Hill,0,3271,601,35347.216081284896
High Barnet,Gloucester Road,7,3271,5194,22560.609992379483
High Barnet,Golders Green,3,3271,1871,20594.310336248764
High Barnet,Goodge Street,62,3271,6457,17517.02971223544
High Barnet,Great Portland Street,2,3271,6936,18920.10080156521
High Barnet,Green Park,30,3271,26754,19144.69395177141
High Barnet,Greenford,0,3271,1157,34417.00682170089
High Barnet,Gunnersbury,3,3271,4775,29570.711797979562
High Barnet,Hainault,0,3271,356,40882.875147973326
High Barnet,Hammersmith,20,3271,18250,25869.302540936962
High Barnet,Hampstead,11,3271,2010,18208.62486807108
High Barnet,Hanger Lane,1,3271,1493,30590.71117391308
High Barnet,Harlesden,0,3271,1668,26128.57181214656
High Barnet,Harrow-on-the-Hill,1,3271,3019,35003.69233779477
High Barnet,Hatton Cross,1,3271,1219,42314.016168797636
High Barnet,Heathrow Terminal 4,0,3271,693,44190.34883486787
High Barnet,Heathrow Terminal 5,0,3271,975,47181.9273699617
High Barnet,Heathrow Terminals 2 & 3,2,3271,2406,44726.6953147969
High Barnet,Hendon Central,1,3271,1878,23243.019075220593
High Barnet,High Street Kensington,8,3271,5427,23047.55549802457
High Barnet,Highbury & Islington,13,3271,25385,19842.507944607343
High Barnet,Highgate,32,3271,856,10372.544122536123
High Barnet,Holborn,36,3271,22346,18837.59906186358
High Barnet,Holland Park,2,3271,2063,22786.646198550374
High Barnet,Holloway Road,0,3271,1696,19910.640647415523
High Barnet,Hounslow Central,1,3271,708,38031.516359180365
High Barnet,Hounslow East,0,3271,843,37285.83983539187
High Barnet,Hounslow West,0,3271,401,39510.583858614686
High Barnet,Hyde Park Corner,3,3271,2410,19924.56407912914
High Barnet,Kennington,5,3271,1161,22079.403161483453
High Barnet,Kensal Green,0,3271,472,23629.161634856835
High Barnet,Kentish Town,131,3271,3404,13720.850426409806
High Barnet,Kew Gardens,2,3271,792,31350.93427633125
High Barnet,King's Cross St. Pancras,91,3271,33330,17260.699930371287
High Barnet,Knightsbridge,16,3271,6821,20508.505412031707
High Barnet,Ladbroke Grove,1,3271,2131,24282.933940136638
High Barnet,Lambeth North,4,3271,1319,20892.91081912681
High Barnet,Lancaster Gate,4,3271,1820,20590.48361681046
High Barnet,Latimer Road,3,3271,1109,24942.497987355484
High Barnet,Leicester Square,57,3271,8847,18747.421854468594
High Barnet,Leyton,1,3271,1447,29377.69777387858
High Barnet,Leytonstone,0,3271,1844,31041.563795312533
High Barnet,Liverpool Street,20,3271,61122,20720.93354497854
High Barnet,London Bridge,91,3271,29930,21950.381721895326
High Barnet,Maida Vale,2,3271,949,23290.548948686024
High Barnet,Manor House,0,3271,1311,22466.22818385275
High Barnet,Mansion House,2,3271,7815,21641.153158165147
High Barnet,Marble Arch,11,3271,6145,19371.90471911991
High Barnet,Marylebone,5,3271,4250,20285.19424863252
High Barnet,Mile End,5,3271,3759,24759.48992213389
High Barnet,Mill Hill East,9,3271,681,7775.18358621034
High Barnet,Moorgate,148,3271,24574,20286.853526004663
High Barnet,Morden,3,3271,1447,34048.34463846926
High Barnet,Mornington Crescent,58,3271,2927,15592.584407578708
High Barnet,Newbury Park,1,3271,559,37704.96948558258
High Barnet,North Acton,3,3271,3168,28136.43569197712
High Barnet,North Greenwich,7,3271,6276,28280.775260998784
High Barnet,Northolt,1,3271,663,36235.41056525678
High Barnet,Northwick Park,2,3271,1713,33700.57610724533
High Barnet,Northwood Hills,0,3271,488,40659.60136917852
High Barnet,Notting Hill Gate,4,3271,5490,22086.927061811184
High Barnet,Old Street,97,3271,15897,19961.6260161275
High Barnet,Osterley,1,3271,521,36318.36355347009
High Barnet,Oval,7,3271,2544,22994.548481885326
High Barnet,Oxford Circus,73,3271,44368,18134.150552223153
High Barnet,Paddington,23,3271,20198,21570.337619850838
High Barnet,Park Royal,0,3271,1552,33296.57539039933
High Barnet,Parsons Green,3,3271,2711,25683.1731254673
High Barnet,Perivale,1,3271,532,32820.59842232962
High Barnet,Piccadilly Circus,8,3271,13641,19097.96571124203
High Barnet,Pimlico,16,3271,5585,21754.12106600036
High Barnet,Plaistow,0,3271,1049,28535.271216307494
High Barnet,Preston Road,0,3271,411,31967.45993089433
High Barnet,Putney Bridge,5,3271,2494,26677.611962112776
High Barnet,Queen's Park,0,3271,2167,22244.56273712698
High Barnet,Queensway,3,3271,1882,21448.616484097303
High Barnet,Ravenscourt Park,0,3271,1895,26709.39287822363
High Barnet,Richmond,0,3271,5397,33519.0545120693
High Barnet,Royal Oak,1,3271,856,22507.62008035846
High Barnet,Russell Square,10,3271,5172,18131.177636107033
High Barnet,Seven Sisters,1,3271,10191,24756.05498323498
High Barnet,Shepherd's Bush,8,3271,9890,23698.306859223096
High Barnet,Shepherd's Bush Market,0,3271,416,26022.591415857856
High Barnet,Sloane Square,11,3271,8229,21520.003822931973
High Barnet,South Ealing,1,3271,670,32373.8390822667
High Barnet,South Kensington,29,3271,15325,21809.288359322243
High Barnet,South Ruislip,0,3271,289,38559.346472263045
High Barnet,South Wimbledon,2,3271,1361,32515.119079705943
High Barnet,South Woodford,0,3271,766,34015.62122221638
High Barnet,Southfields,0,3271,1351,29366.994551965756
High Barnet,Southwark,7,3271,10326,20975.647629947955
High Barnet,St. James's Park,34,3271,13339,20864.297822284894
High Barnet,St. John's Wood,2,3271,3982,21885.802730072784
High Barnet,St. Paul's,23,3271,13446,20498.21156040295
High Barnet,Stepney Green,1,3271,1879,23730.24294812601
High Barnet,Stockwell,2,3271,1623,24086.27327505262
High Barnet,Stonebridge Park,0,3271,729,27623.511027379234
High Barnet,Stratford,15,3271,55954,27246.35837601106
High Barnet,Temple,7,3271,6780,20344.388593954067
High Barnet,Tooting Bec,1,3271,1239,29081.374887051767
High Barnet,Tooting Broadway,5,3271,4506,30156.29821387422
High Barnet,Tottenham Court Road,96,3271,19126,18161.492314084087
High Barnet,Tottenham Hale,2,3271,3239,25909.611712984533
High Barnet,Totteridge & Whetstone,16,3271,287,2592.6119067966056
High Barnet,Tower Hill,13,3271,8286,21903.38498192123
High Barnet,Tufnell Park,28,3271,557,12956.26664903384
High Barnet,Turnham Green,1,3271,1515,28023.4254254287
High Barnet,Turnpike Lane,0,3271,992,24787.864917655243
High Barnet,Upton Park,0,3271,1642,29856.381597710624
High Barnet,Uxbridge,1,3271,4316,46288.525886546835
High Barnet,Vauxhall,32,3271,16242,22579.435355764326
High Barnet,Victoria,91,3271,33251,20354.269098968784
High Barnet,Walthamstow Central,3,3271,5271,28882.754220459756
High Barnet,Warren Street,96,3271,17309,16984.464589524756
High Barnet,Warwick Avenue,0,3271,1174,22502.95162794251
High Barnet,Waterloo,105,3271,23466,20319.232462511634
High Barnet,Wembley Central,0,3271,1327,29341.60224387748
High Barnet,Wembley Park,5,3271,5759,30547.748257774132
High Barnet,West Brompton,3,3271,5859,24038.091246283624
High Barnet,West Finchley,8,3271,91,5016.206790951718
High Barnet,West Ham,0,3271,5487,27605.41793010125
High Barnet,West Kensington,2,3271,1345,24414.761232018973
High Barnet,Westbourne Park,0,3271,1347,23477.012092560584
High Barnet,Westminster,23,3271,15466,20303.55951592634
High Barnet,White City,10,3271,5966,24998.78320593809
High Barnet,Whitechapel,9,3271,17633,22650.0999003549
High Barnet,Willesden Green,0,3271,830,26237.86782851151
High Barnet,Willesden Junction,0,3271,4165,24981.38544044688
High Barnet,Wimbledon,0,3271,6295,32382.48349587904
High Barnet,Wood Green,0,3271,2146,25718.67807177915
High Barnet,Wood Lane,2,3271,1578,25496.342908386832
High Barnet,Woodford,0,3271,706,35727.565033935294
High Barnet,Woodside Park,101,3271,745,4069.720239385102
High Street Kensington,Acton Town,5,2159,2202,8076.060017192169
High Street Kensington,Aldgate,22,2159,7782,10263.529266648364
High Street Kensington,Aldgate East,4,2159,7932,10505.573592080833
High Street Kensington,Alperton,0,2159,741,13049.097625036562
High Street Kensington,Amersham,0,2159,256,43997.49887430359
High Street Kensington,Angel,5,2159,8103,8743.839203852489
High Street Kensington,Archway,0,2159,2193,11084.813669626043
High Street Kensington,Arnos Grove,0,2159,748,18881.190820752912
High Street Kensington,Arsenal,0,2159,315,10880.19220243098
High Street Kensington,Baker Street,72,2159,14973,5432.869586212892
High Street Kensington,Balham,0,2159,3814,11847.340898689086
High Street Kensington,Bank and Monument,99,2159,78549,8826.636084846117
High Street Kensington,Barbican,11,2159,9134,9882.417388848877
High Street Kensington,Barking,2,2159,7004,22397.72529282706
High Street Kensington,Barkingside,0,2159,262,27955.617436491462
High Street Kensington,Barons Court,3,2159,2956,2805.6067371172267
High Street Kensington,Bayswater,12,2159,615,1710.660304209825
High Street Kensington,Becontree,0,2159,456,25692.161133693087
High Street Kensington,Belsize Park,0,2159,2255,10080.630131178952
High Street Kensington,Bermondsey,2,2159,3172,10126.270610277661
High Street Kensington,Bethnal Green,4,2159,4660,12075.319494278307
High Street Kensington,Blackfriars,78,2159,10849,7657.3596798116805
High Street Kensington,Blackhorse Road,0,2159,2955,17626.605722516146
High Street Kensington,Bond Street,38,2159,20967,4359.074661645771
High Street Kensington,Borough,0,2159,3254,8553.062860816928
High Street Kensington,Boston Manor,0,2159,892,11587.727945463173
High Street Kensington,Bounds Green,0,2159,778,17526.94339399087
High Street Kensington,Bow Road,0,2159,1193,14203.202067119862
High Street Kensington,Brent Cross,0,2159,450,15159.39100517015
High Street Kensington,Brixton,7,2159,5084,9414.089390257212
High Street Kensington,Bromley-by-Bow,1,2159,1613,15211.967075277005
High Street Kensington,Buckhurst Hill,0,2159,228,27181.252410918474
High Street Kensington,Burnt Oak,0,2159,649,19751.906334717703
High Street Kensington,Caledonian Road,0,2159,1803,9598.187465305382
High Street Kensington,Camden Town,3,2159,6348,8048.7738559734535
High Street Kensington,Canada Water,13,2159,20443,11115.772247646757
High Street Kensington,Canary Wharf,90,2159,58772,13717.592697483018
High Street Kensington,Canning Town,7,2159,15428,16261.726734545737
High Street Kensington,Cannon Street,44,2159,4698,8565.788390448988
High Street Kensington,Canons Park,0,2159,526,22089.686778248502
High Street Kensington,Chalfont & Latimer,0,2159,554,40611.83257696338
High Street Kensington,Chalk Farm,0,2159,1329,9042.53973284706
High Street Kensington,Chancery Lane,24,2159,15391,7137.233713609219
High Street Kensington,Charing Cross,1,2159,7016,5770.429780998032
High Street Kensington,Chesham,0,2159,243,46927.71756547219
High Street Kensington,Chigwell,0,2159,148,28428.727044922405
High Street Kensington,Chiswick Park,4,2159,1517,6803.904219185259
High Street Kensington,Chorleywood,0,2159,702,37098.97829132423
High Street Kensington,Clapham Common,1,2159,2020,9422.421762009853
High Street Kensington,Clapham North,1,2159,1238,8779.66769440046
High Street Kensington,Clapham South,0,2159,1513,10674.728725852343
High Street Kensington,Cockfosters,0,2159,262,24069.923502301324
High Street Kensington,Colindale,1,2159,2081,18445.50657868461
High Street Kensington,Colliers Wood,0,2159,865,15177.774586681431
High Street Kensington,Covent Garden,5,2159,4355,5938.834438782709
High Street Kensington,Croxley,0,2159,340,33060.51284691625
High Street Kensington,Dagenham East,0,2159,649,28399.543130851227
High Street Kensington,Dagenham Heathway,0,2159,1108,27120.337744866563
High Street Kensington,Debden,0,2159,865,31068.804796377997
High Street Kensington,Dollis Hill,0,2159,847,13169.924255292797
High Street Kensington,Ealing Broadway,2,2159,4846,10438.468656479241
High Street Kensington,Ealing Common,0,2159,915,9102.67235175913
High Street Kensington,Earl's Court,18,2159,6613,1300.8341180780606
High Street Kensington,East Acton,4,2159,1505,5829.631056464141
High Street Kensington,East Finchley,0,2159,1253,14424.013444049211
High Street Kensington,East Ham,2,2159,2062,19975.44164008014
High Street Kensington,East Putney,18,2159,1877,5566.269268594448
High Street Kensington,Eastcote,0,2159,364,21436.727100385495
High Street Kensington,Edgware,0,2159,772,21270.020813971405
High Street Kensington,Edgware Road,78,2159,6868,4398.050728823017
High Street Kensington,Elephant & Castle,12,2159,6427,7853.120454207612
High Street Kensington,Elm Park,0,2159,269,30695.33327938017
High Street Kensington,Embankment,60,2159,10220,6110.755611821158
High Street Kensington,Epping,0,2159,498,37016.1920885603
High Street Kensington,Euston,9,2159,16800,6675.197754991026
High Street Kensington,Euston Square,0,2159,8093,6879.62057111216
High Street Kensington,Fairlop,0,2159,182,29124.323492649997
High Street Kensington,Farringdon,29,2159,25592,9421.514919260102
High Street Kensington,Finchley Central,0,2159,1921,16794.552406585895
High Street Kensington,Finchley Road,1,2159,3417,8967.454667356793
High Street Kensington,Finsbury Park,4,2159,6769,11652.94272016357
High Street Kensington,Fulham Broadway,21,2159,4200,2810.9642234056673
High Street Kensington,Gants Hill,0,2159,601,24467.328846490425
High Street Kensington,Gloucester Road,14,2159,5194,1005.1057545312988
High Street Kensington,Golders Green,0,2159,1871,13644.302550171104
High Street Kensington,Goldhawk Road,0,2159,370,4704.9947551946
High Street Kensington,Goodge Street,1,2159,6457,6432.153578923284
High Street Kensington,Grange Hill,0,2159,76,29775.63029796242
High Street Kensington,Great Portland Street,37,2159,6936,6259.67370194852
High Street Kensington,Green Park,15,2159,26754,4421.02179513937
High Street Kensington,Greenford,1,2159,1157,13290.70819610308
High Street Kensington,Gunnersbury,8,2159,4775,7400.83389324636
High Street Kensington,Hainault,0,2159,356,30002.98791317885
High Street Kensington,Hammersmith,3,2159,18250,3699.42463620376
High Street Kensington,Hampstead,0,2159,2010,11258.617081993421
High Street Kensington,Hanger Lane,1,2159,1493,9464.412548315278
High Street Kensington,Harlesden,0,2159,1668,7625.4677067758585
High Street Kensington,Harrow & Wealdstone,0,2159,1335,16293.148831190952
High Street Kensington,Harrow-on-the-Hill,3,2159,3019,20689.65700670682
High Street Kensington,Hatton Cross,0,2159,1219,20144.138264064437
High Street Kensington,Heathrow Terminal 4,1,2159,693,22020.47093013467
High Street Kensington,Heathrow Terminal 5,2,2159,975,25012.049465228494
High Street Kensington,Heathrow Terminals 2 & 3,7,2159,2406,22556.817410063704
High Street Kensington,Hendon Central,0,2159,1878,16293.011289142933
High Street Kensington,High Barnet,0,2159,953,23047.55549802457
High Street Kensington,Highbury & Islington,6,2159,25385,10145.34795656483
High Street Kensington,Highgate,0,2159,856,12675.011375488444
High Street Kensington,Hillingdon,0,2159,318,26151.914567223394
High Street Kensington,Holborn,18,2159,22346,6571.758786813091
High Street Kensington,Holland Park,1,2159,2063,1660.3475729525721
High Street Kensington,Holloway Road,2,2159,1696,10213.480659373012
High Street Kensington,Hornchurch,0,2159,451,32239.700426223106
High Street Kensington,Hounslow Central,0,2159,708,15861.638454447158
High Street Kensington,Hounslow East,1,2159,843,15115.961930658661
High Street Kensington,Hounslow West,1,2159,401,17340.705953881483
High Street Kensington,Hyde Park Corner,1,2159,2410,3641.151667781639
High Street Kensington,Ickenham,0,2159,282,25027.483982313446
High Street Kensington,Kennington,0,2159,1161,8043.906677597819
High Street Kensington,Kensal Green,0,2159,472,7830.505140666224
High Street Kensington,Kensington,0,2159,2252,2847.502846539961
High Street Kensington,Kentish Town,1,2159,3404,9326.70507161476
High Street Kensington,Kenton,0,2159,768,14509.330488124742
High Street Kensington,Kew Gardens,3,2159,792,9181.056371598046
High Street Kensington,Kilburn,1,2159,1953,10738.786406785941
High Street Kensington,Kilburn Park,1,2159,823,6181.420190300918
High Street Kensington,King's Cross St. Pancras,13,2159,33330,7563.5399423287745
High Street Kensington,Kingsbury,0,2159,1018,19150.42908315418
High Street Kensington,Knightsbridge,4,2159,6821,3057.2103348790743
High Street Kensington,Ladbroke Grove,0,2159,2131,6322.033203948691
High Street Kensington,Lambeth North,2,2159,1319,6857.4143352411775
High Street Kensington,Lancaster Gate,1,2159,1820,2457.0718812141067
High Street Kensington,Latimer Road,0,2159,1109,6224.368005453879
High Street Kensington,Leicester Square,4,2159,8847,5573.312246905485
High Street Kensington,Leyton,1,2159,1447,18497.81053908411
High Street Kensington,Leytonstone,0,2159,1844,20161.676560518063
High Street Kensington,Liverpool Street,92,2159,61122,9668.126966746298
High Street Kensington,London Bridge,34,2159,29930,8038.482009170559
High Street Kensington,Loughton,0,2159,655,29016.707998503745
High Street Kensington,Maida Vale,3,2159,949,5329.64821249808
High Street Kensington,Manor House,1,2159,1311,12769.06819581024
High Street Kensington,Mansion House,79,2159,7815,8317.613202971626
High Street Kensington,Marble Arch,14,2159,6145,3675.6507789046573
High Street Kensington,Marylebone,6,2159,4250,5000.921680900165
High Street Kensington,Mile End,1,2159,3759,13578.283678334607
High Street Kensington,Mill Hill East,0,2159,681,18316.73290135756
High Street Kensington,Moor Park,0,2159,550,30150.422197090247
High Street Kensington,Moorgate,36,2159,24574,9603.45284652072
High Street Kensington,Morden,0,2159,1447,17789.443276595077
High Street Kensington,Mornington Crescent,0,2159,2927,7458.5736090931005
High Street Kensington,Neasden,0,2159,732,13955.492442086681
High Street Kensington,Newbury Park,0,2159,559,26825.082250788106
High Street Kensington,North Acton,2,2159,3168,7010.137066379318
High Street Kensington,North Ealing,0,2159,332,10027.06387214483
High Street Kensington,North Greenwich,5,2159,6276,15547.368047362737
High Street Kensington,North Harrow,0,2159,190,22669.24600612002
High Street Kensington,North Wembley,0,2159,365,12186.603112788027
High Street Kensington,Northfields,1,2159,864,10656.89754290795
High Street Kensington,Northolt,0,2159,663,15109.111939658975
High Street Kensington,Northwick Park,4,2159,1713,19386.540776157388
High Street Kensington,Northwood,0,2159,1018,27932.20607868532
High Street Kensington,Northwood Hills,0,2159,488,26345.566038090576
High Street Kensington,Notting Hill Gate,14,2159,5490,960.6284362133836
High Street Kensington,Oakwood,1,2159,423,22725.969517428224
High Street Kensington,Old Street,10,2159,15897,10264.466028084984
High Street Kensington,Osterley,0,2159,521,14148.485648736885
High Street Kensington,Oval,2,2159,2544,8959.05199799969
High Street Kensington,Oxford Circus,36,2159,44368,4913.404945801414
High Street Kensington,Paddington,102,2159,20198,3609.4368836628923
